"No.","Time","Source","Destination","Protocol","Length","Info"
"1541","44.013098","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3519, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1542","44.115427","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3520, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1543","44.217903","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3521, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1544","44.224320","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3503, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1545","44.310450","d3:95:ca:bb:f0:f5","3e:d3:27:e6:65:7f","802.11","1624","Beacon frame, SN=54, FN=11, Flags=.pmPRMFT."
"1546","44.320253","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3522, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1547","44.422734","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3523, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1548","44.525016","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3524, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1549","44.627512","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3525, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1550","44.633946","66:05:25:67:22:94","Broadcast","802.11","90","Beacon frame, SN=3507, FN=0, Flags=........., BI=100, SSID=lin+\\357\\277\\275ys"
"1551","44.729880","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3526, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1552","44.832276","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3527, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1556","44.838693","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3509, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1557","44.887707","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3663, FN=13, Flags=........., BI=8, SSID=winksys_SES_24086\\001\\004\\357\\277\\275\\357\\277\\275\\357\\277\\275\\357\\277\\275\\003[Malformed Packet]"
"1563","44.934661","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3528, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1566","44.941068","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3510, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1569","45.037026","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3530, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1570","45.139497","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3531, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1571","45.242237","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3532, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1572","45.344249","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3533, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1573","45.446577","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3534, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1574","45.549050","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3535, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1575","45.651423","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3536, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1576","45.753850","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3537, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1577","45.856209","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3538, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1578","45.958645","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3539, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1585","46.060971","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3541, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1586","46.163393","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3542, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1587","46.265796","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3543, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1588","46.368182","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3544, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1589","46.470620","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3545, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1591","46.573019","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3546, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1616","46.675320","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3555, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1628","46.777707","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3558, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1640","46.880113","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3561, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1649","46.983795","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3562, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1653","47.084882","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3563, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1657","47.187320","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3564, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1660","47.289669","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3565, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1663","47.392196","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3566, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1666","47.494540","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3567, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1669","47.596946","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3568, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1673","47.699237","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3569, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1676","47.801697","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3570, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1679","47.904082","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3571, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1682","48.006501","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3572, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1685","48.108903","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3573, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1688","48.211307","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3574, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1691","48.313627","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3575, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1694","48.416084","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3576, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1700","48.620872","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3577, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1703","48.723976","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3578, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1708","48.825688","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3580, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1711","48.928080","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3581, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1717","49.030423","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3583, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1718","49.132768","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3584, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1723","49.235239","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3585, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1726","49.337573","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3586, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1729","49.440041","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3587, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1732","49.542481","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3588, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1745","49.644710","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3589, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1764","49.747831","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3590, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1767","49.849613","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3591, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1768","49.951978","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3592, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1769","50.054362","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3593, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1770","50.156729","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3594, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1771","50.259115","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3595, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1772","50.361455","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3596, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1773","50.463859","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3597, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1774","50.566342","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3598, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1775","50.668724","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3599, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1781","50.771073","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3600, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1782","50.873457","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3601, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1783","50.975856","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3602, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1784","51.078234","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3603, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1785","51.180699","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3604, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1786","51.283122","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3605, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1787","51.385479","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3606, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1788","51.487859","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3607, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1789","51.590210","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3608, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1790","51.692591","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3609, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1795","51.795102","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3610, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1796","51.897471","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3611, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1797","51.999839","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3612, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1798","52.102236","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3613, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1799","52.204613","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3614, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1800","52.306984","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3615, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1801","52.409458","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3616, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1802","52.511865","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3617, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1803","52.614237","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3618, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1804","52.716594","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3619, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1809","52.818980","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3620, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1810","52.921323","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3621, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1811","53.023843","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3622, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1812","53.126221","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3623, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1813","53.228606","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3624, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1814","53.330965","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3625, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1815","53.433332","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3626, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1816","53.535729","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3627, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1817","53.638203","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3628, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1818","53.740602","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3629, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1841","53.842947","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3630, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1842","53.945330","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3631, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1843","54.047713","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3632, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1844","54.150104","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3633, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1845","54.252616","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3634, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1846","54.354955","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3635, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1847","54.457361","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3636, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1848","54.559727","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3637, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1849","54.662085","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3638, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1850","54.764476","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3639, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1859","54.866954","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3640, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1868","54.971071","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3641, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1873","55.072697","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3642, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1874","55.174099","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3643, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1875","55.276451","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3644, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1876","55.378829","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3645, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1877","55.481339","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3646, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1878","55.583740","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3647, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1879","55.686099","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3648, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1880","55.788467","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3649, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1892","55.890854","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3650, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1893","55.993202","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3651, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1894","56.095703","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3652, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1895","56.102695","00:ac:20:67:22:94","5a:a5:ff:ff:ff:ff","802.11","90","Beacon frame, SN=3620, FN=4, Flags=........., BI=100, SSID=lin+m\\357\\277\\275s[Packet size limited during capture]"
"1896","56.198107","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3653, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1897","56.300489","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3654, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1898","56.402853","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3655, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1899","56.505216","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3656, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1900","56.607609","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3657, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1901","56.709969","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3658, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1902","56.812464","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3659, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1908","56.914859","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3660, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1909","57.017209","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3661, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1910","57.119592","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3662, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1911","57.221976","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3663, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1912","57.324350","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3664, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1913","57.426856","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3665, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1914","57.529252","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3666, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1915","57.631615","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3667, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1916","57.733990","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3668, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1917","57.836355","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3669, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1938","57.941079","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3670, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1959","58.041195","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3671, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1967","58.143592","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3672, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1968","58.245966","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3673, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1970","58.348353","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3674, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1972","58.450699","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3675, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1973","58.553104","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3676, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1974","58.655620","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3677, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1975","58.757973","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3678, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1976","58.860341","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3679, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1977","58.962717","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3680, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1978","59.065080","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3681, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1992","59.167459","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3682, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1993","59.269983","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3683, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1994","59.325865","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3833, FN=0, Flags=........., BI=100, SSID=linksys_SES_24086"
"1995","59.372340","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3684, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1996","59.474699","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3685, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1997","59.577107","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3686, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1998","59.679458","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3687, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1999","59.781851","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3688, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2000","59.884353","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3689, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2001","59.986718","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3690, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2009","60.089093","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3692, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2014","60.191465","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3693, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2027","60.294447","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3696, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2035","60.396219","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3697, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2039","60.498707","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3698, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2044","60.601091","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3699, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2047","60.703465","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3700, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2053","60.805834","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3701, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2056","60.908237","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3702, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
