"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2854, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"3","0.085474","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2855, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"4","0.187919","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2856, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"9","0.290284","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2857, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"10","0.294432","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3072, FN=0, Flags=........., BI=62, SSID=li\\357\\277\\275\\001\\004\\357\\277[Malformed Packet]"
"11","0.393174","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2858, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"13","0.495032","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2859, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"14","0.499197","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3074, FN=0, Flags=........., BI=100, SSID=linksys12"
"15","0.597382","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2860, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"16","0.601687","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3075, FN=0, Flags=........C, BI=100, SSID=linksys12"
"17","0.699847","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2861, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"18","0.802226","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2862, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"19","0.904619","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2863, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"20","1.007015","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2864, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"21","1.010949","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3079, FN=0, Flags=........., BI=100, SSID=linksys12"
"22","1.109406","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2865, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"23","1.113691","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3080, FN=0, Flags=........., BI=100, SSID=,\\357\\277\\275nksys"
"24","1.211843","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2866, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"31","1.215947","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3081, FN=0, Flags=........C, BI=100, SSID=linksys12"
"32","1.314223","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2868, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"33","1.416593","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2869, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"34","1.420565","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3083, FN=0, Flags=........., BI=20580, SSID=linksys12"
"35","1.519009","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2870, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"36","1.621422","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2871, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"37","1.724031","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2872, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"38","1.826193","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2873, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"39","1.928599","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2874, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"40","2.030907","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2875, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"41","2.035064","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3089, FN=0, Flags=........., BI=100, SSID=linksys12"
"42","2.133342","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2876, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"43","2.137566","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3090, FN=0, Flags=........C, BI=100, SSID=linksys12"
"44","2.235695","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2877, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"57","2.338148","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2879, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"58","2.440572","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2880, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"60","2.542945","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2882, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"61","2.645319","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2883, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"62","2.747697","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2884, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"63","2.850114","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2885, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"64","2.952572","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2886, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"65","3.054945","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2887, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"66","3.157343","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2888, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"67","3.260366","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2889, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"72","3.362149","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2890, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"73","3.465563","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2891, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"74","3.566868","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2892, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"75","3.669297","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2893, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"76","3.771739","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2894, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"77","3.874104","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2895, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"78","3.976501","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2896, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"79","4.078852","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2897, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"80","4.181257","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2898, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"81","4.283592","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2899, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"92","4.387379","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2902, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"95","4.488436","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2904, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"96","4.590857","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2905, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"97","4.693261","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2906, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"98","4.795655","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2907, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"99","4.898078","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2908, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"100","5.000428","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2909, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"101","5.104346","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2910, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"102","5.205213","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2911, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"103","5.307586","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2912, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"108","5.410044","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2913, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"109","5.512418","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2914, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"110","5.614792","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2915, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"111","5.717158","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2916, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"112","5.819548","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2917, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"113","5.922005","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2918, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"114","6.024416","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2919, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"115","6.126801","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2920, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"116","6.229202","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2921, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"121","6.331473","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2923, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"137","6.433931","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2925, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"145","6.536322","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2927, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"146","6.638718","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2928, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"147","6.741163","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2929, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"148","6.845991","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2930, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"149","6.945991","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2931, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"150","7.048366","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2932, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"151","7.150671","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2933, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"152","7.253159","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2934, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"153","7.355483","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2935, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"160","7.457898","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2937, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"161","7.560311","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2938, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"162","7.662746","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2939, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"163","7.765104","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2940, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"164","7.867477","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2941, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"165","7.969941","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2942, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"166","8.072221","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2943, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"167","8.076567","LinksysG_67:22:94","ff:df:cf:fe:ff:ff","802.11","90","Beacon frame, SN=3148, FN=0, Flags=........., BI=100"
"168","8.174723","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2944, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"169","8.178944","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3149, FN=0, Flags=........., BI=100, SSID=li\\bhsys12"
"170","8.277117","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2945, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"180","8.379546","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2947, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"185","8.384186","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3151, FN=0, Flags=........C, BI=100, SSID=linksys12"
"193","8.481809","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2949, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"194","8.584261","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2950, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"195","8.686658","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2951, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"196","8.789061","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2952, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"197","8.891471","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2953, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"198","8.993880","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2954, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"199","9.096256","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2955, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"200","9.198659","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2956, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"201","9.301011","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2957, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"202","9.403429","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2958, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"206","9.505800","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2959, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"207","9.608247","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2960, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"208","9.710568","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2961, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"209","9.813054","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2962, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"210","9.915460","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2963, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"211","10.017848","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2964, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"212","10.120174","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=2965, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
