"No.","Time","Source","Destination","Protocol","Length","Info"
"9581","11.741315","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3550, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"9583","11.745060","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=318, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9585","11.755054","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=1916, FN=0, Flags=........C, BI=100, SSID=pdi"
"9586","11.756573","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=319, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9588","11.761884","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1905, FN=0, Flags=........C, BI=100, SSID=pdi"
"9593","11.767272","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=1917, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9595","11.769173","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=320, FN=0, Flags=........C, BI=100, SSID=pas"
"9597","11.771735","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=997, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9598","11.772278","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1906, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9602","11.780217","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1943, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"9621","11.796910","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1907, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9632","11.804417","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=1931, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9633","11.806848","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1012, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9635","11.809237","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1908, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9636","11.810104","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=321, FN=0, Flags=........C, BI=100, SSID=pdi"
"9643","11.821818","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1909, FN=0, Flags=........C, BI=100, SSID=pas"
"9644","11.822132","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=322, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9650","11.835278","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3762, FN=0, Flags=........C, BI=100, SSID=NEO"
"9653","11.844429","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3551, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"9658","11.855145","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=323, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9660","11.857429","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=1934, FN=0, Flags=........C, BI=100, SSID=pdi"
"9662","11.859643","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=324, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9663","11.860387","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=1014, FN=0, Flags=........C, BI=100, SSID=pdi"
"9664","11.860777","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=3391, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9667","11.862352","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1910, FN=0, Flags=........C, BI=100, SSID=pdi"
"9669","11.869526","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=1935, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9671","11.872066","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=325, FN=0, Flags=........C, BI=100, SSID=pas"
"9673","11.873305","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1015, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9674","11.874925","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1911, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9677","11.883813","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1946, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"9682","11.894278","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9691","11.899252","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1912, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9701","11.909245","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1029, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9702","11.911664","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1913, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9704","11.912192","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=326, FN=0, Flags=........C, BI=100, SSID=pdi"
"9708","11.918821","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=1951, FN=0, Flags=........C, BI=100, SSID=pas"
"9709","11.921425","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=1030, FN=0, Flags=........C, BI=100, SSID=pas"
"9710","11.923850","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1914, FN=0, Flags=........C, BI=100, SSID=pas"
"9711","11.924632","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=327, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9712","11.926709","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=3409, FN=0, Flags=........C, BI=100, SSID=pdi"
"9713","11.938640","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=3410, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9714","11.945414","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3766, FN=0, Flags=........C, BI=100, SSID=NEO"
"9715","11.946446","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3552, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"9720","11.959809","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=1952, FN=0, Flags=........C, BI=100, SSID=pdi"
"9721","11.961461","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=329, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9722","11.963129","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=3411, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9724","11.972170","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=1953, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9727","11.974403","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=330, FN=0, Flags=........C, BI=100, SSID=pas"
"9729","11.975872","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1032, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9730","11.977219","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1916, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9731","11.977758","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=3417, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9734","11.984943","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1948, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"9736","11.988051","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=3418, FN=0, Flags=........C, BI=100, SSID=pas"
"9740","11.996537","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=1954, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9744","11.999356","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=1033, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9752","12.001971","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1917, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9753","12.009462","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=1962, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9754","12.011736","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1042, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9755","12.013959","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1918, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9756","12.015032","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=331, FN=0, Flags=........C, BI=100, SSID=pdi"
"9757","12.021250","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=1963, FN=0, Flags=........C, BI=100, SSID=pas"
"9761","12.023901","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=1043, FN=0, Flags=........C, BI=100, SSID=pas"
"9762","12.026366","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1919, FN=0, Flags=........C, BI=100, SSID=pas"
"9763","12.027499","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=332, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9764","12.028904","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=3419, FN=0, Flags=........C, BI=100, SSID=pdi"
"9766","12.041259","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3769, FN=0, Flags=........C, BI=100, SSID=NEO"
"9773","12.049290","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3553, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"9776","12.051862","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=333, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9787","12.062232","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=1969, FN=0, Flags=........C, BI=100, SSID=pdi"
"9789","12.063914","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=334, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9790","12.064774","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=1044, FN=0, Flags=........C, BI=100, SSID=pdi"
"9791","12.067295","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1925, FN=0, Flags=........C, BI=100, SSID=pdi"
"9801","12.074507","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=1970, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9803","12.077073","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=335, FN=0, Flags=........C, BI=100, SSID=pas"
"9804","12.077471","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1045, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9806","12.080257","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1927, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9811","12.087566","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1949, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"9813","12.089944","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=3447, FN=0, Flags=........C, BI=100, SSID=pas"
"9827","12.102189","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=1046, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9831","12.104214","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1928, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9849","12.113985","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1070, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9851","12.116412","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1929, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9852","12.117040","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=336, FN=0, Flags=........C, BI=100, SSID=pdi"
"9855","12.125620","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=1997, FN=0, Flags=........C, BI=100, SSID=pas"
"9858","12.128755","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1930, FN=0, Flags=........C, BI=100, SSID=pas"
"9859","12.129777","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=337, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9861","12.144045","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3773, FN=0, Flags=........C, BI=100, SSID=NEO"
"9868","12.150955","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3554, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"9873","12.155118","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=338, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9874","12.166335","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=339, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9876","12.167206","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=1072, FN=0, Flags=........C, BI=100, SSID=pdi"
"9878","12.168923","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=3455, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9889","12.176922","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=1999, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9891","12.178839","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=341, FN=0, Flags=........C, BI=100, SSID=pas"
"9892","12.179609","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1073, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9893","12.180497","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=3473, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9895","12.184946","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1932, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9915","12.201334","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=2000, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9927","12.206633","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1933, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9939","12.214488","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=2019, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9948","12.216483","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1094, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9949","12.218868","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1934, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9950","12.219456","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=342, FN=0, Flags=........C, BI=100, SSID=pdi"
"9954","12.226905","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=2020, FN=0, Flags=........C, BI=100, SSID=pas"
"9957","12.228808","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=1095, FN=0, Flags=........C, BI=100, SSID=pas"
"9958","12.231247","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1935, FN=0, Flags=........C, BI=100, SSID=pas"
"9959","12.232266","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=343, FN=0, Flags=........C, BI=100, SSID=eduroam"
"9976","12.246075","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3776, FN=0, Flags=........C, BI=100, SSID=NEO"
"9981","12.253421","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3556, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"9986","12.256604","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=344, FN=0, Flags=........C, BI=100, SSID=alumnos"
"9990","12.267909","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=2021, FN=0, Flags=........C, BI=100, SSID=pdi"
"9992","12.269249","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=345, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"9998","12.272813","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=pdi"
"10004","12.279570","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=2022, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10006","12.280983","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=351, FN=0, Flags=........C, BI=100, SSID=pas"
"10007","12.281957","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1097, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10008","12.284423","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1937, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10010","12.292505","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1952, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"10017","12.304320","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=2023, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10024","12.307014","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=1098, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10041","12.317122","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=2045, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10045","12.319104","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1114, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10047","12.321138","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1939, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10049","12.321986","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=352, FN=0, Flags=........C, BI=100, SSID=pdi"
"10057","12.329040","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=2046, FN=0, Flags=........C, BI=100, SSID=pas"
"10059","12.333400","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1940, FN=0, Flags=........C, BI=100, SSID=pas"
"10060","12.334050","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=353, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10062","12.335655","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=pdi"
"10064","12.348590","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=3495, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10065","12.355796","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3557, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"10066","12.359388","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3781, FN=0, Flags=........C, BI=100, SSID=NEO"
"10067","12.359745","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=354, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10074","12.369300","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=2047, FN=0, Flags=........C, BI=100, SSID=pdi"
"10076","12.370903","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=355, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10079","12.371974","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=1125, FN=0, Flags=........C, BI=100, SSID=pdi"
"10080","12.373700","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=3496, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10081","12.374423","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1941, FN=0, Flags=........C, BI=100, SSID=pdi"
"10086","12.383799","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=356, FN=0, Flags=........C, BI=100, SSID=pas"
"10087","12.385037","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1126, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10090","12.394658","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1953, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"10099","12.406247","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=2049, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10106","12.409939","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=1127, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10111","12.411829","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1944, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10132","12.421592","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1146, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10135","12.424854","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=357, FN=0, Flags=........C, BI=100, SSID=pdi"
"10142","12.437307","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=358, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10143","12.437784","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1946, FN=0, Flags=........C, BI=100, SSID=pas"
"10144","12.438441","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=3537, FN=0, Flags=........C, BI=100, SSID=pdi"
"10146","12.448657","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3784, FN=0, Flags=........C, BI=100, SSID=NEO"
"10152","12.458293","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3560, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"10154","12.460749","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3030, FN=0, Flags=........C, BI=100, SSID=pas"
"10155","12.461364","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=359, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10163","12.473529","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=360, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10166","12.474523","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=1160, FN=0, Flags=........C, BI=100, SSID=pdi"
"10167","12.476993","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1947, FN=0, Flags=........C, BI=100, SSID=pdi"
"10175","12.484583","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=2086, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10177","12.485992","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=363, FN=0, Flags=........C, BI=100, SSID=pas"
"10180","12.489844","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1948, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10187","12.508633","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=2087, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10196","12.512201","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=1162, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10201","12.514964","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1949, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10215","12.523635","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=1175, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10216","12.526215","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1950, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10224","12.533244","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=2113, FN=0, Flags=........C, BI=100, SSID=pas"
"10227","12.536154","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=1190, FN=0, Flags=........C, BI=100, SSID=pas"
"10228","12.538405","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1951, FN=0, Flags=........C, BI=100, SSID=pas"
"10229","12.539813","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=365, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10230","12.541076","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=3558, FN=0, Flags=........C, BI=100, SSID=pdi"
"10238","12.553018","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3787, FN=0, Flags=........C, BI=100, SSID=NEO"
"10244","12.560768","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3565, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"10246","12.563818","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=366, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10248","12.574395","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=2114, FN=0, Flags=........C, BI=100, SSID=pdi"
"10250","12.576390","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=367, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10253","12.577277","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=1191, FN=0, Flags=........C, BI=100, SSID=pdi"
"10256","12.579921","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1952, FN=0, Flags=........C, BI=100, SSID=pdi"
"10259","12.587296","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=2115, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10261","12.588100","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=370, FN=0, Flags=........C, BI=100, SSID=pas"
"10263","12.589206","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=1192, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10264","12.589807","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=3571, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10266","12.591637","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1953, FN=0, Flags=........C, BI=100, SSID=eduroam"
"10270","12.601999","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=3590, FN=0, Flags=........C, BI=100, SSID=pas"
"10275","12.611149","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=2116, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10286","12.616727","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1954, FN=0, Flags=........C, BI=100, SSID=alumnos"
"10293","12.623439","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=2134, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10296","12.628536","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1955, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"10297","12.629160","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=371, FN=0, Flags=........C, BI=100, SSID=pdi"
"10298","12.635614","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=2135, FN=0, Flags=........C, BI=100, SSID=pas"
"10301","12.640748","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1956, FN=0, Flags=........C, BI=100, SSID=pas"
