"No.","Time","Source","Destination","Protocol","Length","Info"
"789","2.564081","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1777, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"790","2.567622","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1048, FN=0, Flags=........C, BI=100, SSID=pas"
"792","2.575629","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3648, FN=0, Flags=........C, BI=100, SSID=alumnos"
"802","2.578829","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2707, FN=0, Flags=........C, BI=100, SSID=alumnos"
"810","2.582241","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1355, FN=0, Flags=........C, BI=100, SSID=alumnos"
"827","2.588866","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=3678, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"832","2.590684","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2722, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"837","2.593147","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1356, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"840","2.594375","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=3776, FN=0, Flags=........C, BI=100, SSID=pdi"
"842","2.603123","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2739, FN=0, Flags=........C, BI=100, SSID=pas"
"843","2.605572","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1357, FN=0, Flags=........C, BI=100, SSID=pas"
"844","2.606676","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3777, FN=0, Flags=........C, BI=100, SSID=eduroam"
"847","2.620263","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1050, FN=0, Flags=........C, BI=100, SSID=eduroam"
"848","2.622477","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3466, FN=0, Flags=........C, BI=100, SSID=NEO"
"853","2.627915","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3410, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"858","2.630590","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3778, FN=0, Flags=........C, BI=100, SSID=alumnos"
"865","2.641174","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3680, FN=0, Flags=........C, BI=100, SSID=pdi"
"867","2.643452","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=3779, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"869","2.643968","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2740, FN=0, Flags=........C, BI=100, SSID=pdi"
"874","2.653729","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3681, FN=0, Flags=........C, BI=100, SSID=eduroam"
"876","2.655119","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=3781, FN=0, Flags=........C, BI=100, SSID=pas"
"877","2.656339","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2741, FN=0, Flags=........C, BI=100, SSID=eduroam"
"878","2.656746","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1065, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"881","2.658660","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1359, FN=0, Flags=........C, BI=100, SSID=eduroam"
"882","2.666734","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1778, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"892","2.678210","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3682, FN=0, Flags=........C, BI=100, SSID=alumnos"
"899","2.680860","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2742, FN=0, Flags=........C, BI=100, SSID=alumnos"
"902","2.683500","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1360, FN=0, Flags=........C, BI=100, SSID=alumnos"
"914","2.693149","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2752, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"918","2.695571","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1361, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"919","2.696193","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=3782, FN=0, Flags=........C, BI=100, SSID=pdi"
"922","2.702851","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3695, FN=0, Flags=........C, BI=100, SSID=pas"
"926","2.705712","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2754, FN=0, Flags=........C, BI=100, SSID=pas"
"927","2.707792","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1362, FN=0, Flags=........C, BI=100, SSID=pas"
"928","2.709001","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3783, FN=0, Flags=........C, BI=100, SSID=eduroam"
"930","2.709955","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1067, FN=0, Flags=........C, BI=100, SSID=pdi"
"938","2.727259","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3469, FN=0, Flags=........C, BI=100, SSID=NEO"
"941","2.730076","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3411, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"942","2.732735","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=2340, FN=0, Flags=........C, BI=100, SSID=pas"
"943","2.733063","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3784, FN=0, Flags=........C, BI=100, SSID=alumnos"
"950","2.743692","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3696, FN=0, Flags=........C, BI=100, SSID=pdi"
"951","2.745274","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=3785, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"953","2.746324","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2755, FN=0, Flags=........C, BI=100, SSID=pdi"
"954","2.746707","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=1069, FN=0, Flags=........C, BI=100, SSID=alumnos"
"956","2.748683","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1363, FN=0, Flags=........C, BI=100, SSID=pdi"
"962","2.755978","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3697, FN=0, Flags=........C, BI=100, SSID=eduroam"
"963","2.757555","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=3787, FN=0, Flags=........C, BI=100, SSID=pas"
"964","2.758558","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2756, FN=0, Flags=........C, BI=100, SSID=eduroam"
"965","2.759788","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1087, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"966","2.761254","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1364, FN=0, Flags=........C, BI=100, SSID=eduroam"
"972","2.771793","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1779, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"992","2.780822","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3698, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1002","2.785763","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1365, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1016","2.793114","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=3712, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1020","2.796009","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2771, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1022","2.797890","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1366, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1023","2.798567","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=3788, FN=0, Flags=........C, BI=100, SSID=pdi"
"1025","2.805100","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3713, FN=0, Flags=........C, BI=100, SSID=pas"
"1026","2.807765","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2774, FN=0, Flags=........C, BI=100, SSID=pas"
"1027","2.810312","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1367, FN=0, Flags=........C, BI=100, SSID=pas"
"1028","2.810859","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3789, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1029","2.812337","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1089, FN=0, Flags=........C, BI=100, SSID=pdi"
"1030","2.812874","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=2343, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1036","2.824518","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1090, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1038","2.831898","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3472, FN=0, Flags=........C, BI=100, SSID=NEO"
"1039","2.832884","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3412, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"1043","2.835817","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3790, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1049","2.846770","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3714, FN=0, Flags=........C, BI=100, SSID=pdi"
"1052","2.847547","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=3791, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1059","2.852057","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1369, FN=0, Flags=........C, BI=100, SSID=pdi"
"1069","2.858271","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3715, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1072","2.860264","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=3797, FN=0, Flags=........C, BI=100, SSID=pas"
"1074","2.861582","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2788, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1076","2.863542","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1371, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1086","2.874991","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1105, FN=0, Flags=........C, BI=100, SSID=pas"
"1091","2.882874","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3717, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1100","2.886064","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2793, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1106","2.888012","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1372, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1116","2.897862","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2800, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1121","2.907597","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3743, FN=0, Flags=........C, BI=100, SSID=pas"
"1122","2.910248","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2804, FN=0, Flags=........C, BI=100, SSID=pas"
"1124","2.912666","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1374, FN=0, Flags=........C, BI=100, SSID=pas"
"1125","2.913778","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3800, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1128","2.915388","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1106, FN=0, Flags=........C, BI=100, SSID=pdi"
"1131","2.921708","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3479, FN=0, Flags=........C, BI=100, SSID=NEO"
"1138","2.935057","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3413, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"1141","2.938375","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3801, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1146","2.950037","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=3802, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1148","2.951606","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=1108, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1151","2.953946","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1375, FN=0, Flags=........C, BI=100, SSID=pdi"
"1161","2.962931","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=3803, FN=0, Flags=........C, BI=100, SSID=pas"
"1163","2.963713","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2817, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1168","2.966361","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1376, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1171","2.974897","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1781, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"1172","2.976020","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1137, FN=0, Flags=........C, BI=100, SSID=pas"
"1178","2.986072","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3746, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1182","2.988183","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2822, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1188","2.990492","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1377, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1196","3.000259","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2827, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1198","3.003089","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1378, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1199","3.003431","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=3805, FN=0, Flags=........C, BI=100, SSID=pdi"
"1201","3.009763","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3770, FN=0, Flags=........C, BI=100, SSID=pas"
"1202","3.012657","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2829, FN=0, Flags=........C, BI=100, SSID=pas"
"1203","3.014943","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1379, FN=0, Flags=........C, BI=100, SSID=pas"
"1204","3.016383","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3806, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1206","3.017031","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1138, FN=0, Flags=........C, BI=100, SSID=pdi"
"1210","3.037278","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3414, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"1211","3.040504","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3807, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1212","3.042289","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3482, FN=0, Flags=........C, BI=100, SSID=NEO"
"1219","3.050712","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3771, FN=0, Flags=........C, BI=100, SSID=pdi"
"1221","3.052449","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=3808, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1224","3.053556","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2838, FN=0, Flags=........C, BI=100, SSID=pdi"
"1228","3.056298","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1380, FN=0, Flags=........C, BI=100, SSID=pdi"
"1237","3.063096","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3772, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1238","3.064647","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=3811, FN=0, Flags=........C, BI=100, SSID=pas"
"1239","3.065752","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2842, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1240","3.066880","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1161, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1243","3.068149","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1381, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1246","3.076578","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1782, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"1250","3.080288","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1162, FN=0, Flags=........C, BI=100, SSID=pas"
"1262","3.093240","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1382, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1268","3.100019","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=3793, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1271","3.102773","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2854, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1272","3.105344","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1383, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1274","3.106836","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=3812, FN=0, Flags=........C, BI=100, SSID=pdi"
"1277","3.114779","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3794, FN=0, Flags=........C, BI=100, SSID=pas"
"1278","3.115240","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2855, FN=0, Flags=........C, BI=100, SSID=pas"
"1280","3.117492","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1384, FN=0, Flags=........C, BI=100, SSID=pas"
"1281","3.118050","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3813, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1282","3.121412","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1163, FN=0, Flags=........C, BI=100, SSID=pdi"
"1285","3.135310","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1164, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1288","3.139773","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3415, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"1289","3.142636","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3814, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1290","3.144924","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3486, FN=0, Flags=........C, BI=100, SSID=NEO"
"1297","3.154270","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3795, FN=0, Flags=........C, BI=100, SSID=pdi"
"1299","3.155951","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2862, FN=0, Flags=........C, BI=100, SSID=pdi"
"1300","3.156707","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=1165, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1301","3.158412","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1385, FN=0, Flags=........C, BI=100, SSID=pdi"
"1306","3.166330","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3796, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1307","3.167140","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=3817, FN=0, Flags=........C, BI=100, SSID=pas"
"1308","3.168339","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2863, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1310","3.169134","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1182, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1311","3.170655","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1386, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1318","3.180448","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1783, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"1324","3.190127","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3797, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1330","3.192883","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2868, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1335","3.195494","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1387, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1347","3.205211","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2874, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1348","3.207702","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1388, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"1349","3.208081","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=3818, FN=0, Flags=........C, BI=100, SSID=pdi"
"1350","3.214650","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3816, FN=0, Flags=........C, BI=100, SSID=pas"
"1351","3.217538","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2875, FN=0, Flags=........C, BI=100, SSID=pas"
"1353","3.219902","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1389, FN=0, Flags=........C, BI=100, SSID=pas"
"1354","3.220672","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=3819, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1355","3.222036","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1184, FN=0, Flags=........C, BI=100, SSID=pdi"
"1357","3.233892","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3489, FN=0, Flags=........C, BI=100, SSID=NEO"
"1362","3.242327","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3416, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"1364","3.245581","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=3820, FN=0, Flags=........C, BI=100, SSID=alumnos"
"1366","3.255558","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3817, FN=0, Flags=........C, BI=100, SSID=pdi"
"1368","3.257150","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=3821, FN=0, Flags=........C, BI=100, SSID=WifiUma"
